,sj_div,bsns_de,account_id,account_nm,label_kor,label_eng,ifrs_ref,data_tp
290,BS1,20180701,dart_IntangibleAssetsUnderDevelopmentGross,IntangibleAssetsUnderDevelopmentGross,개발 중인 무형자산,"Intangible assets under development, gross","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",X
291,BS1,20180701,dart_GovernmentGrantsIntangibleAssetsUnderDevelopmentGross,GovernmentGrantsIntangibleAssetsUnderDevelopmentGross,정부보조금,"Government grants, intangible assets under development","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 122 (4)",(X)
292,BS1,20180701,dart_AccumulatedImpairmentLossIntangibleAssetsUnderDevelopmentGross,AccumulatedImpairmentLossIntangibleAssetsUnderDevelopmentGross,손상차손누계액,"Accumulated impairment loss, intangible assets under development","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",(X)
293,BS1,20180701,dart_NonCurrentEmissionRightGross,NonCurrentEmissionRightGross,비유동배출권,"Non current emission right, gross",일반기업회계기준 33.13,X
294,BS1,20180701,dart_GovernmentGrantsNonCurrentEmissionRightGross,GovernmentGrantsNonCurrentEmissionRightGross,정부보조금,"Government grants, non current emission right",일반기업회계기준 17.5,(X)
295,BS1,20180701,dart_AccumulatedImpairmentLossNonCurrentEmissionRightGross,AccumulatedImpairmentLossNonCurrentEmissionRightGross,손상차손누계액,"Accumulated impairment loss, non current emission right",일반기업회계기준 33.5,(X)
296,BS1,20180701,dart_OtherIntangibleAssetsGross,OtherIntangibleAssetsGross,기타무형자산,"Other intangible assets, gross","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",X
297,BS1,20180701,dart_GovernmentGrantsOtherIntangibleAssetsGross,GovernmentGrantsOtherIntangibleAssetsGross,정부보조금,"Government grants, other intangible assets","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 122 (4)",(X)
298,BS1,20180701,dart_AccumulatedDepreciationOtherIntangibleAssetsGross,AccumulatedDepreciationOtherIntangibleAssetsGross,감가상각누계액,"Accumulated depreciation, other intangible assets","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",(X)
299,BS1,20180701,dart_AccumulatedImpairmentLossOtherIntangibleAssetsGross,AccumulatedImpairmentLossOtherIntangibleAssetsGross,손상차손누계액,"Accumulated impairment loss, other intangible assets","K-IFRS 1001 문단 54 (3),K-IFRS 1038 문단 118",(X)
300,BS1,20180701,ifrs_OtherNoncurrentFinancialAssets,OtherNoncurrentFinancialAssets,기타비유동금융자산,Other non-current financial assets,"K-IFRS 1001 문단 54 (4),K-IFRS 1001 문단 60",X
301,BS1,20180701,dart_NonCurrentAvailableForSaleFinancialAssets,NonCurrentAvailableForSaleFinancialAssets,비유동매도가능금융자산,Non-current available-for-sale financial assets,"K-IFRS 1001 문단 54 (4),K-IFRS 1001 문단 60",X
